text,category,severity,service_type
Password reset required I forgot my password and I am locked out after attempts since yesterday. This is delaying service.,account,medium,permissions
Password reset required I forgot my password and I am locked out after attempts this week. I cannot continue my tasks.,account,high,mfa
"Please assist, Cannot start desktop computer. The desktop computer is not powering on this week. The power light is off. It is urgent.",hardware,high,power
I need help with Application crashing. The application crashes when I click submit/save after the latest update. It is urgent.,software,medium,database_client
I need help with Outlook not syncing. Outlook is not syncing new emails since yesterday. This is delaying service.,email,high,collaboration
USB security warning A USB device triggered a security warning when connected this week. This is delaying service.,security,high,data_leak
Request new access Please grant me access to the procurement/finance module required for my work since this morning. This is delaying service.,account,medium,access_management
"Hi IT team, Update failed. Windows/software update fails with an error code and PC becomes slow after the latest update. This is affecting my work.",software,medium,web_application
Request new access Please grant me access to the procurement/finance module required for my work after restart. This is affecting my work.,account,medium,mfa
Shared mailbox request Please grant access to shared mailbox for our department after the latest update. This is delaying service.,email,low,email
Internal HR system not responding The HR system is not responding and pages keep loading today. This is affecting my work.,software,low,web_application
IT portal error on submit The IT portal shows an error when submitting a ticket since yesterday. This impacts customer support.,software,low,web_application
Phishing email reported I received a suspicious email asking for credentials this week. I did not click links.,security,high,data_leak
Keyboard not responding The keyboard keys are not responding and the mouse freezes since this morning. I cannot continue my tasks.,hardware,high,power
"Please assist, Phishing email reported. I received a suspicious email asking for credentials this week. I did not click links. This impacts customer support.",security,high,unauthorized_access
Outlook not syncing Outlook is not syncing new emails this week. I cannot continue my tasks.,email,medium,mailbox_access
"Hello, Unauthorized login attempts. There are login attempts from unknown location on my account after the latest update. I cannot continue my tasks.",security,critical,phishing
Outlook not syncing Outlook is not syncing new emails after restart. This impacts customer support.,email,medium,mailbox_access
